Title,Total_Revenue,FinancialYear,Quarter,Month
"PointsKash",0,FY26,Q2,Sep
"Polypore",0,FY26,Q2,Jul
"Polypore",0,FY26,Q2,Aug
"Polypore",0,FY26,Q2,Sep
"Pope Packaging",0.0152000000000000,FY26,Q2,Jul
"Pope Packaging",0.0156000000000000,FY26,Q2,Aug
"Pope Packaging",0.0152000000000000,FY26,Q2,Sep
"PPC Flexible Packaging",0,FY26,Q2,Jul
"PPC Flexible Packaging",0,FY26,Q2,Aug
"PPC Flexible Packaging",0,FY26,Q2,Sep
"Precision Autonomy",0,FY26,Q2,Jul
"Precision Autonomy",0,FY26,Q2,Aug
"Precision Autonomy",0,FY26,Q2,Sep
"Premier Lotteries Ireland DAC ",0.0185000000000000,FY26,Q2,Jul
"Premier Lotteries Ireland DAC ",0.0190000000000000,FY26,Q2,Aug
"Premier Lotteries Ireland DAC ",0.0185000000000000,FY26,Q2,Sep
"Primeline",-0.0262000000000000,FY26,Q2,Jul
"Primeline",0.0255000000000000,FY26,Q2,Aug
"Primeline",0.0258000000000000,FY26,Q2,Sep
"Print Syndicate",0,FY26,Q2,Jul
"Print Syndicate",0,FY26,Q2,Aug
"Print Syndicate",0,FY26,Q2,Sep
"Prodigy Healthcare",0,FY26,Q2,Jul
"Prodigy Healthcare",0,FY26,Q2,Aug
"Prodigy Healthcare",0,FY26,Q2,Sep
"QuarkCity",0.00110000000000000,FY26,Q2,Jul
"QuarkCity",0.00110000000000000,FY26,Q2,Aug
"QuarkCity",0.00110000000000000,FY26,Q2,Sep
"Quest",0,FY26,Q2,Jul
"Quest",0,FY26,Q2,Aug
"Quest",0,FY26,Q2,Sep
"Ralph Lauren Sourcing India LLP",0,FY26,Q2,Jul
"Ralph Lauren Sourcing India LLP",0,FY26,Q2,Aug
"Ralph Lauren Sourcing India LLP",0,FY26,Q2,Sep
"Rambus",0,FY26,Q2,Jul
"Rambus",0,FY26,Q2,Aug
"Rambus",0,FY26,Q2,Sep
"Randstad",0,FY26,Q2,Jul
"Randstad",0,FY26,Q2,Aug
"Randstad",0,FY26,Q2,Sep
"Ranstad (Walmart India)",0,FY26,Q2,Jul
"Ranstad (Walmart India)",0,FY26,Q2,Aug
"Ranstad (Walmart India)",0,FY26,Q2,Sep
"Rarik",0,FY26,Q2,Jul
"Rarik",0,FY26,Q2,Aug
"Rarik",0,FY26,Q2,Sep
"Red Hill Ventures",0,FY26,Q2,Jul
"Red Hill Ventures",0,FY26,Q2,Aug
"Red Hill Ventures",0,FY26,Q2,Sep
"Reliance steel",0,FY26,Q2,Jul
"Reliance steel",0,FY26,Q2,Aug
"Reliance steel",0,FY26,Q2,Sep
"Republic Bank",0.174900000000000,FY26,Q2,Jul
"Republic Bank",0.180200000000000,FY26,Q2,Aug
"Republic Bank",0.174900000000000,FY26,Q2,Sep
"Reynolds Consumer products ",0,FY26,Q2,Jul
"Reynolds Consumer products ",0,FY26,Q2,Aug
"Reynolds Consumer products ",0,FY26,Q2,Sep
"Ricetec",0,FY26,Q2,Jul
"Ricetec",0,FY26,Q2,Aug
"Ricetec",0,FY26,Q2,Sep
"Ridley",0.0102000000000000,FY26,Q2,Jul
"Ridley",0.0105000000000000,FY26,Q2,Aug
"Ridley",0.0102000000000000,FY26,Q2,Sep
"Ring Publications LLC",0.00400000000000000,FY26,Q2,Jul
"Ring Publications LLC",0.00410000000000000,FY26,Q2,Aug
"Ring Publications LLC",0.00400000000000000,FY26,Q2,Sep
"Rizz Wireless LLC",0,FY26,Q2,Jul
"Rizz Wireless LLC",0,FY26,Q2,Aug
"Rizz Wireless LLC",0,FY26,Q2,Sep
"R-kioski",0,FY26,Q2,Jul
"R-kioski",0,FY26,Q2,Aug
"R-kioski",0,FY26,Q2,Sep
"Ronstan",0.0119000000000000,FY26,Q2,Jul
"Ronstan",0.0122000000000000,FY26,Q2,Aug
"Ronstan",0.0119000000000000,FY26,Q2,Sep
"Rovia (World Venture)",0,FY26,Q2,Jul
"Rovia (World Venture)",0,FY26,Q2,Aug
"Rovia (World Venture)",0,FY26,Q2,Sep
"Rythoms Inc",0,FY26,Q2,Jul
"Rythoms Inc",0,FY26,Q2,Aug
"Rythoms Inc",0,FY26,Q2,Sep
"Sage Software",0,FY26,Q2,Jul
"Sage Software",0,FY26,Q2,Aug
"Sage Software",0,FY26,Q2,Sep
"Sally Beauty",0,FY26,Q2,Jul
"Sally Beauty",0,FY26,Q2,Aug
"Sally Beauty",0,FY26,Q2,Sep
"Samsung Group",0,FY26,Q2,Jul
"Samsung Group",0,FY26,Q2,Aug
"Samsung Group",0,FY26,Q2,Sep
"Sanford Australia Pty. Ltd.",0,FY26,Q2,Jul
"Sanford Australia Pty. Ltd.",0,FY26,Q2,Aug
"Sanford Australia Pty. Ltd.",0,FY26,Q2,Sep
"SCALZO",0,FY26,Q2,Jul
"SCALZO",0,FY26,Q2,Aug
"SCALZO",0,FY26,Q2,Sep
"SCE ",0,FY26,Q2,Jul
"SCE ",0,FY26,Q2,Aug
"SCE ",0,FY26,Q2,Sep
"Schnitz",0.00190000000000000,FY26,Q2,Jul
"Schnitz",0.00200000000000000,FY26,Q2,Aug
"Schnitz",0.00190000000000000,FY26,Q2,Sep
"Scyne Advisory",0,FY26,Q2,Jul
"Scyne Advisory",0,FY26,Q2,Aug
"Scyne Advisory",0,FY26,Q2,Sep
"Sensormatic JCI",0,FY26,Q2,Jul
"Sensormatic JCI",0,FY26,Q2,Aug
"Sensormatic JCI",0,FY26,Q2,Sep
"SGP",0,FY26,Q2,Jul
"SGP",0,FY26,Q2,Aug
"SGP",0,FY26,Q2,Sep
"Shamrock Foods Company",0,FY26,Q2,Jul
"Shamrock Foods Company",0,FY26,Q2,Aug
"Shamrock Foods Company",0,FY26,Q2,Sep
"She Jobs",0,FY26,Q2,Jul
"She Jobs",0,FY26,Q2,Aug
"She Jobs",0,FY26,Q2,Sep
"Shell",0.0105000000000000,FY26,Q2,Jul
"Shell",0.0105000000000000,FY26,Q2,Aug
"Shell",0.0105000000000000,FY26,Q2,Sep
"Sinequa",0.00414000000000000,FY26,Q2,Jul
"Sinequa",0.00342000000000000,FY26,Q2,Aug
"Sinequa",0.00378000000000000,FY26,Q2,Sep
"Sketchers",0.00360000000000000,FY26,Q2,Jul
"Sketchers",0.00370000000000000,FY26,Q2,Aug
"Sketchers",0.00360000000000000,FY26,Q2,Sep
"Sleep Number Corporation",0.0248000000000000,FY26,Q2,Jul
"Sleep Number Corporation",0.0255000000000000,FY26,Q2,Aug
"Sleep Number Corporation",0.0248000000000000,FY26,Q2,Sep
"Solera Auto Finance",0.00200000000000000,FY26,Q2,Jul
"Solera Auto Finance",0.00210000000000000,FY26,Q2,Aug
"Solera Auto Finance",0.00200000000000000,FY26,Q2,Sep
"Solta",0.200000000000000,FY26,Q2,Jul
"Solta",0.200000000000000,FY26,Q2,Aug
"Solta",0.150000000000000,FY26,Q2,Sep
"Sony",0.190000000000000,FY26,Q2,Jul
"Sony",0.190000000000000,FY26,Q2,Aug
"Sony",0.190000000000000,FY26,Q2,Sep
"Southern Glazer",0,FY26,Q2,Jul
"Southern Glazer",0,FY26,Q2,Aug
"Southern Glazer",0,FY26,Q2,Sep
"SPAR",0.000600000000000000,FY26,Q2,Jul
"SPAR",0.000600000000000000,FY26,Q2,Aug
"SPAR",0.000600000000000000,FY26,Q2,Sep
"Spotlight",0.0514000000000000,FY26,Q2,Jul
"Spotlight",0.0572000000000000,FY26,Q2,Aug
"Spotlight",0.0614000000000000,FY26,Q2,Sep
"SST LLC",0,FY26,Q2,Jul
"SST LLC",0,FY26,Q2,Aug
"SST LLC",0,FY26,Q2,Sep
"ST1 Oy",0.0165000000000000,FY26,Q2,Jul
"ST1 Oy",0.0170000000000000,FY26,Q2,Aug
"ST1 Oy",0.0165000000000000,FY26,Q2,Sep
"Stockton Soda",0,FY26,Q2,Jul
"Stockton Soda",0,FY26,Q2,Aug
"Stockton Soda",0,FY26,Q2,Sep
"Sunrise",0,FY26,Q2,Jul
"Sunrise",0,FY26,Q2,Aug
"Sunrise",0,FY26,Q2,Sep
"Symetra",0.0610000000000000,FY26,Q2,Jul
"Symetra",0.0610000000000000,FY26,Q2,Aug
"Symetra",0.0710000000000000,FY26,Q2,Sep
"Sysco",0,FY26,Q2,Jul
"Sysco",0,FY26,Q2,Aug
"Sysco",0,FY26,Q2,Sep
"TATA Motors Finance Limited.",0.00660000000000000,FY26,Q2,Jul
"TATA Motors Finance Limited.",0.00680000000000000,FY26,Q2,Aug
"TATA Motors Finance Limited.",0.00660000000000000,FY26,Q2,Sep
"Tatts",0.0883000000000000,FY26,Q2,Jul
"Tatts",0.0910000000000000,FY26,Q2,Aug
"Tatts",0.0883000000000000,FY26,Q2,Sep
"TBN",0,FY26,Q2,Jul
"TBN",0,FY26,Q2,Aug
"TBN",0,FY26,Q2,Sep
"Tempur-Pedic",0,FY26,Q2,Jul
"Tempur-Pedic",0,FY26,Q2,Aug
"Tempur-Pedic",0,FY26,Q2,Sep
"TerryWhite Chemmart",0.0455000000000000,FY26,Q2,Jul
"TerryWhite Chemmart",0.0469000000000000,FY26,Q2,Aug
"TerryWhite Chemmart",0.0455000000000000,FY26,Q2,Sep
"Tesco",0,FY26,Q2,Jul
"Tesco",0,FY26,Q2,Aug
"Tesco",0.110000000000000,FY26,Q2,Sep
"The Oved Group",0,FY26,Q2,Jul
"The Oved Group",0,FY26,Q2,Aug
"The Oved Group",0,FY26,Q2,Sep
"Theravance",0.00990000000000000,FY26,Q2,Jul
"Theravance",0.0102000000000000,FY26,Q2,Aug
"Theravance",0.00990000000000000,FY26,Q2,Sep
"Timken",0,FY26,Q2,Jul
"Timken",0,FY26,Q2,Aug
"Timken",0,FY26,Q2,Sep
"TMS",0.0200000000000000,FY26,Q2,Jul
"TMS",0.120000000000000,FY26,Q2,Aug
"TMS",0.120000000000000,FY26,Q2,Sep
"TORI Global",0,FY26,Q2,Jul
"TORI Global",0,FY26,Q2,Aug
"TORI Global",0,FY26,Q2,Sep
"Trident USA Health Service",0.0700000000000000,FY26,Q2,Jul
"Trident USA Health Service",0.0700000000000000,FY26,Q2,Aug
"Trident USA Health Service",0.0600000000000000,FY26,Q2,Sep
"Trifecta Nutrition Inc",0.00300000000000000,FY26,Q2,Jul
"Trifecta Nutrition Inc",0.00300000000000000,FY26,Q2,Aug
"Trifecta Nutrition Inc",0.00300000000000000,FY26,Q2,Sep
"Truist",0,FY26,Q2,Jul
"Truist",0,FY26,Q2,Aug
"Truist",0,FY26,Q2,Sep
"TUI UK",1.69200000000000,FY26,Q2,Jul
"TUI UK",1.49600000000000,FY26,Q2,Aug
"TUI UK",1.45200000000000,FY26,Q2,Sep
"UKG Inc",0,FY26,Q2,Jul
"UKG Inc",0,FY26,Q2,Aug
"UKG Inc",0,FY26,Q2,Sep
"UniPro Foodservice",0.0165000000000000,FY26,Q2,Jul
"UniPro Foodservice",0.0170000000000000,FY26,Q2,Aug
"UniPro Foodservice",0.0175000000000000,FY26,Q2,Sep
"Uniting Church",0.000200000000000000,FY26,Q2,Jul
"Uniting Church",0.000200000000000001,FY26,Q2,Aug
"Uniting Church",0.000200000000000001,FY26,Q2,Sep
"Ventura Foods",0.230000000000000,FY26,Q2,Jul
"Ventura Foods",0.230000000000000,FY26,Q2,Aug
"Ventura Foods",0.230000000000000,FY26,Q2,Sep
"Walmart (US)",0,FY26,Q2,Jul
"Walmart (US)",0,FY26,Q2,Aug
"Walmart (US)",0,FY26,Q2,Sep
"Wavetec/Alcon",0,FY26,Q2,Jul
"Wavetec/Alcon",0,FY26,Q2,Aug
"Wavetec/Alcon",0,FY26,Q2,Sep
"Wesfarers Health",0,FY26,Q2,Jul
"Wesfarers Health",0,FY26,Q2,Aug
"Wesfarers Health",0,FY26,Q2,Sep
"Western Union",0,FY26,Q2,Jul
"Western Union",0,FY26,Q2,Aug
"Western Union",0,FY26,Q2,Sep
"Westway Feeds",0,FY26,Q2,Jul
"Westway Feeds",0,FY26,Q2,Aug
"Westway Feeds",0,FY26,Q2,Sep
"Widex",0.285000000000000,FY26,Q2,Jul
"Widex",0,FY26,Q2,Aug
"Widex",0,FY26,Q2,Sep
"Wolters Kluver",0,FY26,Q2,Jul
"Wolters Kluver",0,FY26,Q2,Aug
"Wolters Kluver",0,FY26,Q2,Sep
"World Vision Canada",0.0396974146500000,FY26,Q2,Jul
"World Vision Canada",0.0327935164500000,FY26,Q2,Aug
"World Vision Canada",0.0362454655500000,FY26,Q2,Sep
"Yerralpha LLC",0,FY26,Q2,Jul
"Yerralpha LLC",0,FY26,Q2,Aug
"Yerralpha LLC",0,FY26,Q2,Sep
"YUM A & W Okinawa",0.000800000000000000,FY26,Q2,Jul
"YUM A & W Okinawa",0.000900000000000000,FY26,Q2,Aug
"YUM A & W Okinawa",0.000800000000000000,FY26,Q2,Sep
"Zones",0.0380000000000000,FY26,Q2,Jul
"Zones",0.0380000000000000,FY26,Q2,Aug
"Zones",0.0380000000000000,FY26,Q2,Sep
"Zoyili World LLC",0,FY26,Q2,Jul
"Zoyili World LLC",0,FY26,Q2,Aug
"Zoyili World LLC",0,FY26,Q2,Sep
"Zuora",0.00894240000000000,FY26,Q2,Jul
"Zuora",0.00738720000000000,FY26,Q2,Aug
"Zuora",0.00816480000000000,FY26,Q2,Sep
"Zurn Industries",0.0495000000000000,FY26,Q2,Jul
"Zurn Industries",0.0510000000000000,FY26,Q2,Aug
"Zurn Industries",0.0495000000000000,FY26,Q2,Sep
"A&W",0,FY26,Q3,Oct
"A&W",0,FY26,Q3,Nov
"A&W",0,FY26,Q3,Dec
"Aareon",0.0561000000000000,FY26,Q3,Oct
"Aareon",0.0578000000000000,FY26,Q3,Nov
"Aareon",0.0561000000000000,FY26,Q3,Dec
"ABFRL",0.151800000000000,FY26,Q3,Oct
"ABFRL",0.156400000000000,FY26,Q3,Nov
"ABFRL",0.151800000000000,FY26,Q3,Dec
"Accutech Digital Consulting LLC",0,FY26,Q3,Oct
"Accutech Digital Consulting LLC",0,FY26,Q3,Nov
"Accutech Digital Consulting LLC",0,FY26,Q3,Dec
"ACTS",0.0297000000000000,FY26,Q3,Oct
"ACTS",0.0306000000000000,FY26,Q3,Nov
"ACTS",0.0297000000000000,FY26,Q3,Dec
"Advance Auto Parts (AAP)",0,FY26,Q3,Oct
"Advance Auto Parts (AAP)",0,FY26,Q3,Nov
"Advance Auto Parts (AAP)",0,FY26,Q3,Dec
"AI Chatbot License",0,FY26,Q3,Oct
"AI Chatbot License",0,FY26,Q3,Nov
"AI Chatbot License",0,FY26,Q3,Dec
"Airlife",0.0413000000000000,FY26,Q3,Oct
"Airlife",0.0425000000000000,FY26,Q3,Nov
"Airlife",0.0413000000000000,FY26,Q3,Dec
"Aledade",0.0627000000000000,FY26,Q3,Oct
"Aledade",0.0646000000000000,FY26,Q3,Nov
"Aledade",0.0627000000000000,FY26,Q3,Dec
"Allied Pinnacle",0.00200000000000000,FY26,Q3,Oct
"Allied Pinnacle",0.00200000000000000,FY26,Q3,Nov
"Allied Pinnacle",0.00200000000000000,FY26,Q3,Dec
"AllTech",0.0660000000000000,FY26,Q3,Oct
"AllTech",0.0680000000000000,FY26,Q3,Nov
"AllTech",0.0660000000000000,FY26,Q3,Dec
"Alpha Luna",0.0264000000000000,FY26,Q3,Oct
"Alpha Luna",0.0272000000000000,FY26,Q3,Nov
"Alpha Luna",0.0264000000000000,FY26,Q3,Dec
"Alteon Health",0,FY26,Q3,Oct
"Alteon Health",0,FY26,Q3,Nov
"Alteon Health",0,FY26,Q3,Dec
"Amalgamated Bank",0,FY26,Q3,Oct
"Amalgamated Bank",0,FY26,Q3,Nov
"Amalgamated Bank",0,FY26,Q3,Dec
"Amazon Australia & Japan Ecom",0.0179000000000000,FY26,Q3,Oct
"Amazon Australia & Japan Ecom",0.0184000000000000,FY26,Q3,Nov
"Amazon Australia & Japan Ecom",0.0179000000000000,FY26,Q3,Dec
"Amazon Fresh",0,FY26,Q3,Oct
"Amazon Fresh",0,FY26,Q3,Nov
"Amazon Fresh",0,FY26,Q3,Dec
"Amex",0,FY26,Q3,Oct
"Amex",0,FY26,Q3,Nov
"Amex",0,FY26,Q3,Dec
"Ammega Group",0.323400000000000,FY26,Q3,Oct
"Ammega Group",0.333200000000000,FY26,Q3,Nov
"Ammega Group",0.323400000000000,FY26,Q3,Dec
"API",0.00260000000000000,FY26,Q3,Oct
"API",0.00270000000000000,FY26,Q3,Nov
"API",0.00260000000000000,FY26,Q3,Dec
"Apogee Corporation",0,FY26,Q3,Oct
"Apogee Corporation",0,FY26,Q3,Nov
"Apogee Corporation",0,FY26,Q3,Dec
"AppianRX",0,FY26,Q3,Oct
"AppianRX",0,FY26,Q3,Nov
"AppianRX",0,FY26,Q3,Dec
"Apple",0,FY26,Q3,Oct
"Apple",0,FY26,Q3,Nov
"Apple",0,FY26,Q3,Dec
"Applied Systems",0.0165000000000000,FY26,Q3,Oct
"Applied Systems",0.0170000000000000,FY26,Q3,Nov
"Applied Systems",0.0165000000000000,FY26,Q3,Dec
"Aquent",0.0660000000000000,FY26,Q3,Oct
"Aquent",0.0680000000000000,FY26,Q3,Nov
"Aquent",0.0660000000000000,FY26,Q3,Dec
"Arbor Pharmaceuticals",0,FY26,Q3,Oct
"Arbor Pharmaceuticals",0,FY26,Q3,Nov
"Arbor Pharmaceuticals",0,FY26,Q3,Dec
"Aristocrat Technologies",0.0120000000000000,FY26,Q3,Oct
"Aristocrat Technologies",0.0124000000000000,FY26,Q3,Nov
"Aristocrat Technologies",0.0120000000000000,FY26,Q3,Dec
"ARTIN Solutions",0,FY26,Q3,Oct
"ARTIN Solutions",0,FY26,Q3,Nov
"ARTIN Solutions",0,FY26,Q3,Dec
"Assa Abloy",0,FY26,Q3,Oct
"Assa Abloy",0,FY26,Q3,Nov
"Assa Abloy",0,FY26,Q3,Dec
"Assa Abloy ANZ",0.198000000000000,FY26,Q3,Oct
"Assa Abloy ANZ",0.204000000000000,FY26,Q3,Nov
"Assa Abloy ANZ",0.198000000000000,FY26,Q3,Dec
"AstraZeneca",0,FY26,Q3,Oct
"AstraZeneca",0,FY26,Q3,Nov
"AstraZeneca",0,FY26,Q3,Dec
"Audax Management",0,FY26,Q3,Oct
"Audax Management",0,FY26,Q3,Nov
"Audax Management",0,FY26,Q3,Dec
"Ausreo",0.0199000000000000,FY26,Q3,Oct
"Ausreo",0.0204000000000000,FY26,Q3,Nov
"Ausreo",0.0199000000000000,FY26,Q3,Dec
"Australia Post (AFSL) MS",0.00562200000000000,FY26,Q3,Oct
"Australia Post (AFSL) MS",0.00562200000000000,FY26,Q3,Nov
"Australia Post (AFSL) MS",0.00562200000000000,FY26,Q3,Dec
"Avery Dennison",0,FY26,Q3,Oct
"Avery Dennison",0,FY26,Q3,Nov
"Avery Dennison",0,FY26,Q3,Dec
"Bakers Delight",0,FY26,Q3,Oct
"Bakers Delight",0,FY26,Q3,Nov
"Bakers Delight",0,FY26,Q3,Dec
"Bayer",0,FY26,Q3,Oct
"Bayer",0,FY26,Q3,Nov
"Bayer",0,FY26,Q3,Dec
"BCBS_LA ",0,FY26,Q3,Oct
"BCBS_LA ",0,FY26,Q3,Nov
"BCBS_LA ",0,FY26,Q3,Dec
"BenBridge",0.0743000000000000,FY26,Q3,Oct
"BenBridge",0.0765000000000000,FY26,Q3,Nov
"BenBridge",0.0743000000000000,FY26,Q3,Dec
"Berry Global",0.310000000000000,FY26,Q3,Oct
"Berry Global",0.160000000000000,FY26,Q3,Nov
"Berry Global",0.100000000000000,FY26,Q3,Dec
"BHPetrol Malaysia",0.00430000000000000,FY26,Q3,Oct
"BHPetrol Malaysia",0.00440000000000000,FY26,Q3,Nov
"BHPetrol Malaysia",0.00430000000000000,FY26,Q3,Dec
"Biomatrix",0.0132000000000000,FY26,Q3,Oct
"Biomatrix",0.0136000000000000,FY26,Q3,Nov
"Biomatrix",0.0132000000000000,FY26,Q3,Dec
"Bluechip International ",0.00400000000000000,FY26,Q3,Oct
"Bluechip International ",0.00410000000000000,FY26,Q3,Nov
"Bluechip International ",0.00400000000000000,FY26,Q3,Dec
"Bluecrest",0,FY26,Q3,Oct
"Bluecrest",0,FY26,Q3,Nov
"Bluecrest",0,FY26,Q3,Dec
"Blueleaf Energy",0.0133000000000000,FY26,Q3,Oct
"Blueleaf Energy",0.0136000000000000,FY26,Q3,Nov
"Blueleaf Energy",0.0133000000000000,FY26,Q3,Dec
"Bluestem Brands",1.07250000000000,FY26,Q3,Oct
"Bluestem Brands",1.10500000000000,FY26,Q3,Nov
"Bluestem Brands",1.07250000000000,FY26,Q3,Dec
"BUS QLD",0.000100000000000000,FY26,Q3,Oct
"BUS QLD",0.000100000000000000,FY26,Q3,Nov
"BUS QLD",0.000100000000000000,FY26,Q3,Dec
"Cajun",0.0446000000000000,FY26,Q3,Oct
"Cajun",0.0459000000000000,FY26,Q3,Nov
"Cajun",0.0446000000000000,FY26,Q3,Dec
"Caravel Autism Health",0.0245000000000000,FY26,Q3,Oct
"Caravel Autism Health",0.0252000000000000,FY26,Q3,Nov
"Caravel Autism Health",0.0245000000000000,FY26,Q3,Dec
"Cardtronics Helpdesk",0.00100000000000000,FY26,Q3,Oct
"Cardtronics Helpdesk",0.00100000000000000,FY26,Q3,Nov
"Cardtronics Helpdesk",0.00100000000000000,FY26,Q3,Dec
"Carmax",0,FY26,Q3,Oct
"Carmax",0,FY26,Q3,Nov
"Carmax",0,FY26,Q3,Dec
"Carshield",0,FY26,Q3,Oct
"Carshield",0,FY26,Q3,Nov
"Carshield",0,FY26,Q3,Dec
"Castlegate James",0.00730000000000000,FY26,Q3,Oct
"Castlegate James",0.00750000000000000,FY26,Q3,Nov
"Castlegate James",0.00730000000000000,FY26,Q3,Dec
"Cat Rock Capital",0,FY26,Q3,Oct
"Cat Rock Capital",0,FY26,Q3,Nov
"Cat Rock Capital",0,FY26,Q3,Dec
"Cheetham Salt",0.00690000000000000,FY26,Q3,Oct
"Cheetham Salt",0.00710000000000000,FY26,Q3,Nov
"Cheetham Salt",0.00690000000000000,FY26,Q3,Dec
"Chemist Warehouse",0,FY26,Q3,Oct
"Chemist Warehouse",0,FY26,Q3,Nov
"Chemist Warehouse",0,FY26,Q3,Dec
"Cherry America",0.00170000000000000,FY26,Q3,Oct
"Cherry America",0.00170000000000000,FY26,Q3,Nov
"Cherry America",0.00170000000000000,FY26,Q3,Dec
"Children's Health Queensland",0,FY26,Q3,Oct
"Children's Health Queensland",0,FY26,Q3,Nov
"Children's Health Queensland",0,FY26,Q3,Dec
"Christian Dior",0,FY26,Q3,Oct
"Christian Dior",0,FY26,Q3,Nov
"Christian Dior",0,FY26,Q3,Dec
"Cloud 3 Technologies",0.0132000000000000,FY26,Q3,Oct
"Cloud 3 Technologies",0.0136000000000000,FY26,Q3,Nov
"Cloud 3 Technologies",0.0132000000000000,FY26,Q3,Dec
"CloudLex",0.00500000000000000,FY26,Q3,Oct
"CloudLex",0.00510000000000000,FY26,Q3,Nov
"CloudLex",0.00500000000000000,FY26,Q3,Dec
"CMC",0.148500000000000,FY26,Q3,Oct
"CMC",0.153000000000000,FY26,Q3,Nov
"CMC",0.148500000000000,FY26,Q3,Dec
"Cobs Bread",0.00560000000000000,FY26,Q3,Oct
"Cobs Bread",0.00560000000000000,FY26,Q3,Nov
"Cobs Bread",0.00570000000000000,FY26,Q3,Dec
"Coca Cola",0,FY26,Q3,Oct
"Coca Cola",0,FY26,Q3,Nov
"Coca Cola",0,FY26,Q3,Dec
"Cohu",0,FY26,Q3,Oct
"Cohu",0,FY26,Q3,Nov
"Cohu",0,FY26,Q3,Dec
"Computacenter India",0.0750000000000000,FY26,Q3,Oct
"Computacenter India",0,FY26,Q3,Nov
"Computacenter India",0,FY26,Q3,Dec
"Computacenter UK",0.210000000000000,FY26,Q3,Oct
"Computacenter UK",0.210000000000000,FY26,Q3,Nov
"Computacenter UK",0.310000000000000,FY26,Q3,Dec
"Conde Nast",0,FY26,Q3,Oct
"Conde Nast",0,FY26,Q3,Nov
"Conde Nast",0,FY26,Q3,Dec
"Cornerstone on Demand",0.118800000000000,FY26,Q3,Oct
"Cornerstone on Demand",0.122400000000000,FY26,Q3,Nov
"Cornerstone on Demand",0.118800000000000,FY26,Q3,Dec
"Correct Care Solutions",0.696300000000000,FY26,Q3,Oct
"Correct Care Solutions",0.717400000000000,FY26,Q3,Nov
"Correct Care Solutions",0.696300000000000,FY26,Q3,Dec
"Coyuchi",0.00410000000000000,FY26,Q3,Oct
"Coyuchi",0.00430000000000000,FY26,Q3,Nov
"Coyuchi",0.00410000000000000,FY26,Q3,Dec
"CPL Aromas",0.259500000000000,FY26,Q3,Oct
"CPL Aromas",0.170000000000000,FY26,Q3,Nov
"CPL Aromas",0.165500000000000,FY26,Q3,Dec
"CPS Solutions",0.528000000000000,FY26,Q3,Oct
"CPS Solutions",0.544000000000000,FY26,Q3,Nov
"CPS Solutions",0.528000000000000,FY26,Q3,Dec
"Crowley",0,FY26,Q3,Oct
"Crowley",0,FY26,Q3,Nov
"Crowley",0,FY26,Q3,Dec
"Crunchyroll",0,FY26,Q3,Oct
"Crunchyroll",0,FY26,Q3,Nov
"Crunchyroll",0,FY26,Q3,Dec
"CSL Behring",0.00830000000000000,FY26,Q3,Oct
"CSL Behring",0.00850000000000000,FY26,Q3,Nov
"CSL Behring",0.00830000000000000,FY26,Q3,Dec
"CVS",0,FY26,Q3,Oct
"CVS",0,FY26,Q3,Nov
"CVS",0,FY26,Q3,Dec
"Daltron",0.0120000000000000,FY26,Q3,Oct
"Daltron",0,FY26,Q3,Nov
"Daltron",0,FY26,Q3,Dec
"Danish Agro",0.0119000000000000,FY26,Q3,Oct
"Danish Agro",0.0122000000000000,FY26,Q3,Nov
"Danish Agro",0.0119000000000000,FY26,Q3,Dec
"Deaf Services Queensland",0.00630000000000000,FY26,Q3,Oct
"Deaf Services Queensland",0.00650000000000000,FY26,Q3,Nov
"Deaf Services Queensland",0.00630000000000000,FY26,Q3,Dec
"Dell - India",0.0314000000000000,FY26,Q3,Oct
"Dell - India",0.0323000000000000,FY26,Q3,Nov
"Dell - India",0.0314000000000000,FY26,Q3,Dec
"Dentsu",0.00990000000000000,FY26,Q3,Oct
"Dentsu",0.0102000000000000,FY26,Q3,Nov
"Dentsu",0.00990000000000000,FY26,Q3,Dec
"Deutsche Telekom",0.0908000000000000,FY26,Q3,Oct
"Deutsche Telekom",0.0935000000000000,FY26,Q3,Nov
"Deutsche Telekom",0.0908000000000000,FY26,Q3,Dec
"DISA",0.00240000000000000,FY26,Q3,Oct
"DISA",0.00250000000000000,FY26,Q3,Nov
"DISA",0.00240000000000000,FY26,Q3,Dec
"DMI",0,FY26,Q3,Oct
"DMI",0,FY26,Q3,Nov
"DMI",0,FY26,Q3,Dec
"Dominos Pizza",0.376000000000000,FY26,Q3,Oct
"Dominos Pizza",0.181400000000000,FY26,Q3,Nov
"Dominos Pizza",0.176000000000000,FY26,Q3,Dec
"Dynamic Fit Alliance Automation",0,FY26,Q3,Oct
"Dynamic Fit Alliance Automation",0,FY26,Q3,Nov
"Dynamic Fit Alliance Automation",0,FY26,Q3,Dec
"EBOS Group",0,FY26,Q3,Oct
"EBOS Group",0,FY26,Q3,Nov
"EBOS Group",0,FY26,Q3,Dec
"Edison Energy",0,FY26,Q3,Oct
"Edison Energy",0,FY26,Q3,Nov
"Edison Energy",0,FY26,Q3,Dec
"Elevance health",0.0990000000000000,FY26,Q3,Oct
"Elevance health",0.102000000000000,FY26,Q3,Nov
"Elevance health",0.0990000000000000,FY26,Q3,Dec
"Elevate",0,FY26,Q3,Oct
"Elevate",0,FY26,Q3,Nov
"Elevate",0,FY26,Q3,Dec
